FK_ZAEHLER;FK_STANDORT;DATUM;VELO_IN;VELO_OUT;FUSS_IN;FUSS_OUT;OST;NORD
ECO09113499;3927;2019-04-18T18:00;14;0;;;2682873;1245891
ECO07091438;3928;2019-04-18T18:00;35;34;;;2684578;1251967
ECO09113499;3927;2019-04-18T18:15;13;5;;;2682873;1245891
ECO09113499;3927;2019-04-18T18:30;13;9;;;2682873;1245891
ECO09113499;3927;2019-04-18T18:45;20;2;;;2682873;1245891
ECO07091438;3928;2019-04-18T19:00;18;21;;;2684578;1251967
ECO09113499;3927;2019-04-18T19:00;12;4;;;2682873;1245891
ECO09113499;3927;2019-04-18T19:15;9;3;;;2682873;1245891
ECO09113499;3927;2019-04-18T19:30;12;3;;;2682873;1245891
ECO09113499;3927;2019-04-18T19:45;3;2;;;2682873;1245891
ECO07091438;3928;2019-04-18T20:00;15;13;;;2684578;1251967
ECO09113499;3927;2019-04-18T20:00;5;1;;;2682873;1245891
ECO09113499;3927;2019-04-18T20:15;4;5;;;2682873;1245891
ECO09113499;3927;2019-04-18T20:30;6;2;;;2682873;1245891
ECO09113499;3927;2019-04-18T20:45;4;1;;;2682873;1245891
ECO09113499;3927;2019-04-18T21:00;6;2;;;2682873;1245891
ECO07091438;3928;2019-04-18T21:00;6;5;;;2684578;1251967
ECO09113499;3927;2019-04-18T21:15;4;3;;;2682873;1245891
ECO09113499;3927;2019-04-18T21:30;2;0;;;2682873;1245891
ECO09113499;3927;2019-04-18T21:45;4;5;;;2682873;1245891
ECO07091438;3928;2019-04-18T22:00;4;9;;;2684578;1251967
ECO09113499;3927;2019-04-18T22:00;4;3;;;2682873;1245891
ECO09113499;3927;2019-04-18T22:15;4;1;;;2682873;1245891
ECO09113499;3927;2019-04-18T22:30;1;4;;;2682873;1245891
ECO09113499;3927;2019-04-18T22:45;2;0;;;2682873;1245891
ECO07091438;3928;2019-04-18T23:00;5;6;;;2684578;1251967
ECO09113499;3927;2019-04-18T23:00;1;4;;;2682873;1245891
ECO09113499;3927;2019-04-18T23:15;3;1;;;2682873;1245891
ECO09113499;3927;2019-04-18T23:30;6;3;;;2682873;1245891
ECO09113499;3927;2019-04-18T23:45;0;3;;;2682873;1245891
ECO07091438;3928;2019-04-19T00:00;0;2;;;2684578;1251967
ECO09113499;3927;2019-04-19T00:00;1;0;;;2682873;1245891
ECO09113499;3927;2019-04-19T00:15;2;0;;;2682873;1245891
ECO09113499;3927;2019-04-19T00:30;1;0;;;2682873;1245891
ECO09113499;3927;2019-04-19T00:45;0;0;;;2682873;1245891
ECO07091438;3928;2019-04-19T01:00;0;1;;;2684578;1251967
ECO09113499;3927;2019-04-19T01:00;1;1;;;2682873;1245891
ECO09113499;3927;2019-04-19T01:15;0;1;;;2682873;1245891
ECO09113499;3927;2019-04-19T01:30;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-19T01:45;1;0;;;2682873;1245891
ECO07091438;3928;2019-04-19T02:00;1;2;;;2684578;1251967
ECO09113499;3927;2019-04-19T02:00;0;1;;;2682873;1245891
ECO09113499;3927;2019-04-19T02:15;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-19T02:30;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-19T02:45;0;1;;;2682873;1245891
ECO07091438;3928;2019-04-19T03:00;0;0;;;2684578;1251967
ECO09113499;3927;2019-04-19T03:00;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-19T03:15;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-19T03:30;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-19T03:45;0;0;;;2682873;1245891
ECO07091438;3928;2019-04-19T04:00;0;0;;;2684578;1251967
ECO09113499;3927;2019-04-19T04:00;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-19T04:15;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-19T04:30;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-19T04:45;0;0;;;2682873;1245891
ECO07091438;3928;2019-04-19T05:00;1;0;;;2684578;1251967
ECO09113499;3927;2019-04-19T05:00;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-19T05:15;0;1;;;2682873;1245891
ECO09113499;3927;2019-04-19T05:30;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-19T05:45;0;2;;;2682873;1245891
ECO07091438;3928;2019-04-19T06:00;2;0;;;2684578;1251967
ECO09113499;3927;2019-04-19T06:00;1;1;;;2682873;1245891
ECO09113499;3927;2019-04-19T06:15;0;5;;;2682873;1245891
ECO09113499;3927;2019-04-19T06:30;1;2;;;2682873;1245891
ECO09113499;3927;2019-04-19T06:45;1;5;;;2682873;1245891
ECO07091438;3928;2019-04-19T07:00;4;1;;;2684578;1251967
ECO09113499;3927;2019-04-19T07:00;2;1;;;2682873;1245891
ECO09113499;3927;2019-04-19T07:15;0;1;;;2682873;1245891
ECO09113499;3927;2019-04-19T07:30;2;2;;;2682873;1245891
ECO09113499;3927;2019-04-19T07:45;2;0;;;2682873;1245891
ECO09113499;3927;2019-04-19T08:00;3;0;;;2682873;1245891
ECO07091438;3928;2019-04-19T08:00;15;4;;;2684578;1251967
ECO09113499;3927;2019-04-19T08:15;6;1;;;2682873;1245891
ECO09113499;3927;2019-04-19T08:30;5;1;;;2682873;1245891
ECO09113499;3927;2019-04-19T08:45;12;0;;;2682873;1245891
ECO09113499;3927;2019-04-19T09:00;11;1;;;2682873;1245891
ECO07091438;3928;2019-04-19T09:00;11;13;;;2684578;1251967
ECO09113499;3927;2019-04-19T09:15;7;0;;;2682873;1245891
ECO09113499;3927;2019-04-19T09:30;17;1;;;2682873;1245891
ECO09113499;3927;2019-04-19T09:45;8;0;;;2682873;1245891
ECO07091438;3928;2019-04-19T10:00;13;15;;;2684578;1251967
ECO09113499;3927;2019-04-19T10:00;11;3;;;2682873;1245891
ECO09113499;3927;2019-04-19T10:15;12;2;;;2682873;1245891
ECO09113499;3927;2019-04-19T10:30;20;3;;;2682873;1245891
ECO09113499;3927;2019-04-19T10:45;16;2;;;2682873;1245891
ECO09113499;3927;2019-04-19T11:00;19;1;;;2682873;1245891
ECO07091438;3928;2019-04-19T11:00;19;37;;;2684578;1251967
ECO09113499;3927;2019-04-19T11:15;13;6;;;2682873;1245891
ECO09113499;3927;2019-04-19T11:30;14;0;;;2682873;1245891
ECO09113499;3927;2019-04-19T11:45;21;1;;;2682873;1245891
ECO07091438;3928;2019-04-19T12:00;23;23;;;2684578;1251967
ECO09113499;3927;2019-04-19T12:00;19;5;;;2682873;1245891
ECO09113499;3927;2019-04-19T12:15;21;2;;;2682873;1245891
ECO09113499;3927;2019-04-19T12:30;29;1;;;2682873;1245891
ECO09113499;3927;2019-04-19T12:45;20;2;;;2682873;1245891
ECO09113499;3927;2019-04-19T13:00;14;1;;;2682873;1245891
ECO07091438;3928;2019-04-19T13:00;24;21;;;2684578;1251967
ECO09113499;3927;2019-04-19T13:15;19;4;;;2682873;1245891
ECO09113499;3927;2019-04-19T13:30;18;7;;;2682873;1245891
ECO09113499;3927;2019-04-19T13:45;20;2;;;2682873;1245891
ECO09113499;3927;2019-04-19T14:00;19;4;;;2682873;1245891
ECO07091438;3928;2019-04-19T14:00;48;36;;;2684578;1251967
ECO09113499;3927;2019-04-19T14:15;23;1;;;2682873;1245891
ECO09113499;3927;2019-04-19T14:30;13;10;;;2682873;1245891
ECO09113499;3927;2019-04-19T14:45;28;2;;;2682873;1245891
ECO09113499;3927;2019-04-19T15:00;21;9;;;2682873;1245891
ECO07091438;3928;2019-04-19T15:00;25;55;;;2684578;1251967
ECO09113499;3927;2019-04-19T15:15;15;0;;;2682873;1245891
ECO09113499;3927;2019-04-19T15:30;15;8;;;2682873;1245891
ECO09113499;3927;2019-04-19T15:45;27;8;;;2682873;1245891
ECO07091438;3928;2019-04-19T16:00;25;18;;;2684578;1251967
ECO09113499;3927;2019-04-19T16:00;18;7;;;2682873;1245891
ECO09113499;3927;2019-04-19T16:15;27;4;;;2682873;1245891
ECO09113499;3927;2019-04-19T16:30;34;1;;;2682873;1245891
ECO09113499;3927;2019-04-19T16:45;29;1;;;2682873;1245891
ECO09113499;3927;2019-04-19T17:00;42;1;;;2682873;1245891
ECO07091438;3928;2019-04-19T17:00;20;26;;;2684578;1251967
ECO09113499;3927;2019-04-19T17:15;22;8;;;2682873;1245891
ECO09113499;3927;2019-04-19T17:30;25;6;;;2682873;1245891
ECO09113499;3927;2019-04-19T17:45;33;0;;;2682873;1245891
ECO09113499;3927;2019-04-19T18:00;25;5;;;2682873;1245891
ECO07091438;3928;2019-04-19T18:00;29;14;;;2684578;1251967
ECO09113499;3927;2019-04-19T18:15;17;4;;;2682873;1245891
ECO09113499;3927;2019-04-19T18:30;17;2;;;2682873;1245891
ECO09113499;3927;2019-04-19T18:45;11;1;;;2682873;1245891
ECO09113499;3927;2019-04-19T19:00;11;1;;;2682873;1245891
ECO07091438;3928;2019-04-19T19:00;29;17;;;2684578;1251967
ECO09113499;3927;2019-04-19T19:15;5;2;;;2682873;1245891
ECO09113499;3927;2019-04-19T19:30;5;1;;;2682873;1245891
ECO09113499;3927;2019-04-19T19:45;8;0;;;2682873;1245891
ECO09113499;3927;2019-04-19T20:00;2;3;;;2682873;1245891
ECO07091438;3928;2019-04-19T20:00;5;9;;;2684578;1251967
ECO09113499;3927;2019-04-19T20:15;6;2;;;2682873;1245891
ECO09113499;3927;2019-04-19T20:30;3;0;;;2682873;1245891
ECO09113499;3927;2019-04-19T20:45;2;0;;;2682873;1245891
ECO07091438;3928;2019-04-19T21:00;5;1;;;2684578;1251967
ECO09113499;3927;2019-04-19T21:00;3;1;;;2682873;1245891
ECO09113499;3927;2019-04-19T21:15;4;0;;;2682873;1245891
ECO09113499;3927;2019-04-19T21:30;0;2;;;2682873;1245891
ECO09113499;3927;2019-04-19T21:45;2;1;;;2682873;1245891
ECO07091438;3928;2019-04-19T22:00;3;4;;;2684578;1251967
ECO09113499;3927;2019-04-19T22:00;4;0;;;2682873;1245891
ECO09113499;3927;2019-04-19T22:15;2;1;;;2682873;1245891
ECO09113499;3927;2019-04-19T22:30;0;2;;;2682873;1245891
ECO09113499;3927;2019-04-19T22:45;3;2;;;2682873;1245891
ECO07091438;3928;2019-04-19T23:00;0;3;;;2684578;1251967
ECO09113499;3927;2019-04-19T23:00;1;1;;;2682873;1245891
ECO09113499;3927;2019-04-19T23:15;2;0;;;2682873;1245891
ECO09113499;3927;2019-04-19T23:30;1;1;;;2682873;1245891
ECO09113499;3927;2019-04-19T23:45;0;1;;;2682873;1245891
ECO07091438;3928;2019-04-20T00:00;0;5;;;2684578;1251967
ECO09113499;3927;2019-04-20T00:00;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-20T00:15;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-20T00:30;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-20T00:45;0;0;;;2682873;1245891
ECO07091438;3928;2019-04-20T01:00;1;1;;;2684578;1251967
ECO09113499;3927;2019-04-20T01:00;0;1;;;2682873;1245891
ECO09113499;3927;2019-04-20T01:15;1;0;;;2682873;1245891
ECO09113499;3927;2019-04-20T01:30;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-20T01:45;0;0;;;2682873;1245891
ECO07091438;3928;2019-04-20T02:00;0;0;;;2684578;1251967
ECO09113499;3927;2019-04-20T02:00;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-20T02:15;0;1;;;2682873;1245891
ECO09113499;3927;2019-04-20T02:30;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-20T02:45;0;0;;;2682873;1245891
ECO07091438;3928;2019-04-20T03:00;0;1;;;2684578;1251967
ECO09113499;3927;2019-04-20T03:00;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-20T03:15;0;1;;;2682873;1245891
ECO09113499;3927;2019-04-20T03:30;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-20T03:45;1;0;;;2682873;1245891
ECO07091438;3928;2019-04-20T04:00;0;0;;;2684578;1251967
ECO09113499;3927;2019-04-20T04:00;1;0;;;2682873;1245891
ECO09113499;3927;2019-04-20T04:15;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-20T04:30;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-20T04:45;0;0;;;2682873;1245891
ECO07091438;3928;2019-04-20T05:00;0;0;;;2684578;1251967
ECO09113499;3927;2019-04-20T05:00;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-20T05:15;0;1;;;2682873;1245891
ECO09113499;3927;2019-04-20T05:30;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-20T05:45;0;0;;;2682873;1245891
ECO07091438;3928;2019-04-20T06:00;3;1;;;2684578;1251967
ECO09113499;3927;2019-04-20T06:00;1;3;;;2682873;1245891
ECO09113499;3927;2019-04-20T06:15;0;3;;;2682873;1245891
ECO09113499;3927;2019-04-20T06:30;3;2;;;2682873;1245891
ECO09113499;3927;2019-04-20T06:45;2;4;;;2682873;1245891
ECO09113499;3927;2019-04-20T07:00;2;1;;;2682873;1245891
ECO07091438;3928;2019-04-20T07:00;5;1;;;2684578;1251967
ECO09113499;3927;2019-04-20T07:15;2;0;;;2682873;1245891
ECO09113499;3927;2019-04-20T07:30;2;4;;;2682873;1245891
ECO09113499;3927;2019-04-20T07:45;2;1;;;2682873;1245891
ECO07091438;3928;2019-04-20T08:00;10;4;;;2684578;1251967
ECO09113499;3927;2019-04-20T08:00;1;0;;;2682873;1245891
ECO09113499;3927;2019-04-20T08:15;2;0;;;2682873;1245891
ECO09113499;3927;2019-04-20T08:30;3;0;;;2682873;1245891
ECO09113499;3927;2019-04-20T08:45;4;2;;;2682873;1245891
ECO09113499;3927;2019-04-20T09:00;8;1;;;2682873;1245891
ECO07091438;3928;2019-04-20T09:00;20;6;;;2684578;1251967
ECO09113499;3927;2019-04-20T09:15;10;1;;;2682873;1245891
ECO09113499;3927;2019-04-20T09:30;9;0;;;2682873;1245891
ECO09113499;3927;2019-04-20T09:45;9;2;;;2682873;1245891
ECO07091438;3928;2019-04-20T10:00;20;17;;;2684578;1251967
ECO09113499;3927;2019-04-20T10:00;10;2;;;2682873;1245891
ECO09113499;3927;2019-04-20T10:15;6;2;;;2682873;1245891
ECO09113499;3927;2019-04-20T10:30;9;0;;;2682873;1245891
ECO09113499;3927;2019-04-20T10:45;17;0;;;2682873;1245891
ECO07091438;3928;2019-04-20T11:00;22;26;;;2684578;1251967
ECO09113499;3927;2019-04-20T11:00;13;4;;;2682873;1245891
ECO09113499;3927;2019-04-20T11:15;19;8;;;2682873;1245891
ECO09113499;3927;2019-04-20T11:30;27;1;;;2682873;1245891
ECO09113499;3927;2019-04-20T11:45;11;1;;;2682873;1245891
ECO09113499;3927;2019-04-20T12:00;7;1;;;2682873;1245891
ECO07091438;3928;2019-04-20T12:00;11;17;;;2684578;1251967
ECO09113499;3927;2019-04-20T12:15;13;3;;;2682873;1245891
ECO09113499;3927;2019-04-20T12:30;14;0;;;2682873;1245891
ECO09113499;3927;2019-04-20T12:45;6;4;;;2682873;1245891
ECO07091438;3928;2019-04-20T13:00;20;15;;;2684578;1251967
ECO09113499;3927;2019-04-20T13:00;15;4;;;2682873;1245891
ECO09113499;3927;2019-04-20T13:15;10;4;;;2682873;1245891
ECO09113499;3927;2019-04-20T13:30;19;0;;;2682873;1245891
ECO09113499;3927;2019-04-20T13:45;22;3;;;2682873;1245891
ECO09113499;3927;2019-04-20T14:00;16;7;;;2682873;1245891
ECO07091438;3928;2019-04-20T14:00;35;23;;;2684578;1251967
ECO09113499;3927;2019-04-20T14:15;10;8;;;2682873;1245891
ECO09113499;3927;2019-04-20T14:30;20;5;;;2682873;1245891
ECO09113499;3927;2019-04-20T14:45;23;4;;;2682873;1245891
ECO09113499;3927;2019-04-20T15:00;17;5;;;2682873;1245891
ECO07091438;3928;2019-04-20T15:00;26;31;;;2684578;1251967
ECO09113499;3927;2019-04-20T15:15;29;9;;;2682873;1245891
ECO09113499;3927;2019-04-20T15:30;32;4;;;2682873;1245891
ECO09113499;3927;2019-04-20T15:45;16;7;;;2682873;1245891
ECO07091438;3928;2019-04-20T16:00;17;25;;;2684578;1251967
ECO09113499;3927;2019-04-20T16:00;21;9;;;2682873;1245891
ECO09113499;3927;2019-04-20T16:15;20;14;;;2682873;1245891
ECO09113499;3927;2019-04-20T16:30;21;2;;;2682873;1245891
ECO09113499;3927;2019-04-20T16:45;24;1;;;2682873;1245891
ECO07091438;3928;2019-04-20T17:00;28;32;;;2684578;1251967
ECO09113499;3927;2019-04-20T17:00;16;7;;;2682873;1245891
ECO09113499;3927;2019-04-20T17:15;18;4;;;2682873;1245891
ECO09113499;3927;2019-04-20T17:30;16;7;;;2682873;1245891
ECO09113499;3927;2019-04-20T17:45;20;7;;;2682873;1245891
ECO07091438;3928;2019-04-20T18:00;16;15;;;2684578;1251967
ECO09113499;3927;2019-04-20T18:00;22;2;;;2682873;1245891
ECO09113499;3927;2019-04-20T18:15;17;2;;;2682873;1245891
ECO09113499;3927;2019-04-20T18:30;12;3;;;2682873;1245891
ECO09113499;3927;2019-04-20T18:45;16;6;;;2682873;1245891
ECO07091438;3928;2019-04-20T19:00;17;5;;;2684578;1251967
ECO09113499;3927;2019-04-20T19:00;14;1;;;2682873;1245891
ECO09113499;3927;2019-04-20T19:15;9;6;;;2682873;1245891
ECO09113499;3927;2019-04-20T19:30;21;5;;;2682873;1245891
ECO09113499;3927;2019-04-20T19:45;10;2;;;2682873;1245891
ECO07091438;3928;2019-04-20T20:00;12;10;;;2684578;1251967
ECO09113499;3927;2019-04-20T20:00;16;4;;;2682873;1245891
ECO09113499;3927;2019-04-20T20:15;9;1;;;2682873;1245891
ECO09113499;3927;2019-04-20T20:30;8;0;;;2682873;1245891
ECO09113499;3927;2019-04-20T20:45;6;1;;;2682873;1245891
ECO09113499;3927;2019-04-20T21:00;9;0;;;2682873;1245891
ECO07091438;3928;2019-04-20T21:00;8;14;;;2684578;1251967
ECO09113499;3927;2019-04-20T21:15;6;0;;;2682873;1245891
ECO09113499;3927;2019-04-20T21:30;12;2;;;2682873;1245891
ECO09113499;3927;2019-04-20T21:45;11;1;;;2682873;1245891
ECO07091438;3928;2019-04-20T22:00;7;3;;;2684578;1251967
ECO09113499;3927;2019-04-20T22:00;1;0;;;2682873;1245891
ECO09113499;3927;2019-04-20T22:15;14;0;;;2682873;1245891
ECO09113499;3927;2019-04-20T22:30;9;0;;;2682873;1245891
ECO09113499;3927;2019-04-20T22:45;11;1;;;2682873;1245891
ECO09113499;3927;2019-04-20T23:00;2;1;;;2682873;1245891
ECO07091438;3928;2019-04-20T23:00;1;2;;;2684578;1251967
ECO09113499;3927;2019-04-20T23:15;1;2;;;2682873;1245891
ECO09113499;3927;2019-04-20T23:30;4;0;;;2682873;1245891
ECO09113499;3927;2019-04-20T23:45;1;1;;;2682873;1245891
ECO07091438;3928;2019-04-21T00:00;0;3;;;2684578;1251967
ECO09113499;3927;2019-04-21T00:00;1;1;;;2682873;1245891
ECO09113499;3927;2019-04-21T00:15;0;2;;;2682873;1245891
ECO09113499;3927;2019-04-21T00:30;0;1;;;2682873;1245891
ECO09113499;3927;2019-04-21T00:45;1;0;;;2682873;1245891
ECO07091438;3928;2019-04-21T01:00;1;3;;;2684578;1251967
ECO09113499;3927;2019-04-21T01:00;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T01:15;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T01:30;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T01:45;0;0;;;2682873;1245891
ECO07091438;3928;2019-04-21T02:00;0;1;;;2684578;1251967
ECO09113499;3927;2019-04-21T02:00;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T02:15;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T02:30;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T02:45;0;0;;;2682873;1245891
ECO07091438;3928;2019-04-21T03:00;0;0;;;2684578;1251967
ECO09113499;3927;2019-04-21T03:00;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T03:15;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T03:30;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T03:45;0;0;;;2682873;1245891
ECO07091438;3928;2019-04-21T04:00;0;0;;;2684578;1251967
ECO09113499;3927;2019-04-21T04:00;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T04:15;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T04:30;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T04:45;0;0;;;2682873;1245891
ECO07091438;3928;2019-04-21T05:00;1;0;;;2684578;1251967
ECO09113499;3927;2019-04-21T05:00;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T05:15;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T05:30;1;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T05:45;0;1;;;2682873;1245891
ECO07091438;3928;2019-04-21T06:00;0;0;;;2684578;1251967
ECO09113499;3927;2019-04-21T06:00;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T06:15;2;5;;;2682873;1245891
ECO09113499;3927;2019-04-21T06:30;0;1;;;2682873;1245891
ECO09113499;3927;2019-04-21T06:45;0;3;;;2682873;1245891
ECO07091438;3928;2019-04-21T07:00;2;0;;;2684578;1251967
ECO09113499;3927;2019-04-21T07:00;1;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T07:15;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T07:30;1;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T07:45;1;1;;;2682873;1245891
ECO07091438;3928;2019-04-21T08:00;3;2;;;2684578;1251967
ECO09113499;3927;2019-04-21T08:00;4;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T08:15;3;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T08:30;5;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T08:45;6;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T09:00;5;1;;;2682873;1245891
ECO07091438;3928;2019-04-21T09:00;7;14;;;2684578;1251967
ECO09113499;3927;2019-04-21T09:15;3;1;;;2682873;1245891
ECO09113499;3927;2019-04-21T09:30;4;1;;;2682873;1245891
ECO09113499;3927;2019-04-21T09:45;8;1;;;2682873;1245891
ECO07091438;3928;2019-04-21T10:00;12;7;;;2684578;1251967
ECO09113499;3927;2019-04-21T10:00;9;5;;;2682873;1245891
ECO09113499;3927;2019-04-21T10:15;11;2;;;2682873;1245891
ECO09113499;3927;2019-04-21T10:30;20;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T10:45;6;3;;;2682873;1245891
ECO09113499;3927;2019-04-21T11:00;7;2;;;2682873;1245891
ECO07091438;3928;2019-04-21T11:00;9;6;;;2684578;1251967
ECO09113499;3927;2019-04-21T11:15;7;2;;;2682873;1245891
ECO09113499;3927;2019-04-21T11:30;7;1;;;2682873;1245891
ECO09113499;3927;2019-04-21T11:45;9;1;;;2682873;1245891
ECO07091438;3928;2019-04-21T12:00;12;15;;;2684578;1251967
ECO09113499;3927;2019-04-21T12:00;13;2;;;2682873;1245891
ECO09113499;3927;2019-04-21T12:15;6;1;;;2682873;1245891
ECO09113499;3927;2019-04-21T12:30;6;2;;;2682873;1245891
ECO09113499;3927;2019-04-21T12:45;11;2;;;2682873;1245891
ECO09113499;3927;2019-04-21T13:00;20;2;;;2682873;1245891
ECO07091438;3928;2019-04-21T13:00;15;15;;;2684578;1251967
ECO09113499;3927;2019-04-21T13:15;11;3;;;2682873;1245891
ECO09113499;3927;2019-04-21T13:30;9;1;;;2682873;1245891
ECO09113499;3927;2019-04-21T13:45;20;3;;;2682873;1245891
ECO09113499;3927;2019-04-21T14:00;16;3;;;2682873;1245891
ECO07091438;3928;2019-04-21T14:00;11;18;;;2684578;1251967
ECO09113499;3927;2019-04-21T14:15;19;6;;;2682873;1245891
ECO09113499;3927;2019-04-21T14:30;12;4;;;2682873;1245891
ECO09113499;3927;2019-04-21T14:45;27;2;;;2682873;1245891
ECO07091438;3928;2019-04-21T15:00;29;20;;;2684578;1251967
ECO09113499;3927;2019-04-21T15:00;20;7;;;2682873;1245891
ECO09113499;3927;2019-04-21T15:15;10;3;;;2682873;1245891
ECO09113499;3927;2019-04-21T15:30;22;3;;;2682873;1245891
ECO09113499;3927;2019-04-21T15:45;10;3;;;2682873;1245891
ECO07091438;3928;2019-04-21T16:00;18;27;;;2684578;1251967
ECO09113499;3927;2019-04-21T16:00;19;3;;;2682873;1245891
ECO09113499;3927;2019-04-21T16:15;22;3;;;2682873;1245891
ECO09113499;3927;2019-04-21T16:30;18;7;;;2682873;1245891
ECO09113499;3927;2019-04-21T16:45;16;3;;;2682873;1245891
ECO07091438;3928;2019-04-21T17:00;23;10;;;2684578;1251967
ECO09113499;3927;2019-04-21T17:00;11;5;;;2682873;1245891
ECO09113499;3927;2019-04-21T17:15;15;1;;;2682873;1245891
ECO09113499;3927;2019-04-21T17:30;10;1;;;2682873;1245891
ECO09113499;3927;2019-04-21T17:45;23;2;;;2682873;1245891
ECO07091438;3928;2019-04-21T18:00;21;17;;;2684578;1251967
ECO09113499;3927;2019-04-21T18:00;21;3;;;2682873;1245891
ECO09113499;3927;2019-04-21T18:15;10;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T18:30;15;5;;;2682873;1245891
ECO09113499;3927;2019-04-21T18:45;11;1;;;2682873;1245891
ECO07091438;3928;2019-04-21T19:00;11;11;;;2684578;1251967
ECO09113499;3927;2019-04-21T19:00;12;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T19:15;8;2;;;2682873;1245891
ECO09113499;3927;2019-04-21T19:30;6;2;;;2682873;1245891
ECO09113499;3927;2019-04-21T19:45;8;3;;;2682873;1245891
ECO07091438;3928;2019-04-21T20:00;19;9;;;2684578;1251967
ECO09113499;3927;2019-04-21T20:00;4;2;;;2682873;1245891
ECO09113499;3927;2019-04-21T20:15;5;1;;;2682873;1245891
ECO09113499;3927;2019-04-21T20:30;1;3;;;2682873;1245891
ECO09113499;3927;2019-04-21T20:45;2;1;;;2682873;1245891
ECO07091438;3928;2019-04-21T21:00;5;3;;;2684578;1251967
ECO09113499;3927;2019-04-21T21:00;1;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T21:15;2;1;;;2682873;1245891
ECO09113499;3927;2019-04-21T21:30;1;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T21:45;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T22:00;1;0;;;2682873;1245891
ECO07091438;3928;2019-04-21T22:00;9;5;;;2684578;1251967
ECO09113499;3927;2019-04-21T22:15;3;1;;;2682873;1245891
ECO09113499;3927;2019-04-21T22:30;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T22:45;2;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T23:00;1;0;;;2682873;1245891
ECO07091438;3928;2019-04-21T23:00;0;0;;;2684578;1251967
ECO09113499;3927;2019-04-21T23:15;0;1;;;2682873;1245891
ECO09113499;3927;2019-04-21T23:30;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-21T23:45;0;0;;;2682873;1245891
ECO07091438;3928;2019-04-22T00:00;2;6;;;2684578;1251967
ECO09113499;3927;2019-04-22T00:00;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-22T00:15;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-22T00:30;0;0;;;2682873;1245891
ECO09113499;3927;2019-04-22T00:45;0;0;;;2682873;1245891
ECO07091438;3928;2019-04-22T01:00;0;0;;;2684578;1251967
ECO09113499;3927;2019-04-22T01:00;0;1;;;2682873;1245891
ECO09113499;3927;2019-04-22T01:15;0;0;;;2682873;1245891
